CustomerKey,Name,Education,Occupation,Customer_Type
5415,"Flores, Kelly",Partial High School,Manual,registered
5420,"Simpson, Lacey",High School,Manual,registered
5423,"Xu, Kurt",High School,Manual,registered
5430,"Luo, Jaclyn",Partial College,Clerical,registered
5435,"Bailey, Taylor",Bachelors,Skilled Manual,registered
5442,"Young, Jason",High School,Manual,registered
5443,"Gonzalez, Luke",Partial College,Clerical,registered
5449,"Martin, Cheryl",Bachelors,Skilled Manual,registered
5452,"Stone, Karl",Partial College,Clerical,registered
5457,"Navarro, Larry",High School,Manual,registered
5458,"Martin, Kathleen",Partial High School,Manual,registered
5459,"Ruiz, Michele",Partial College,Clerical,registered
5463,"Gonzales, Marissa",Partial High School,Manual,registered
5464,"Murphy, Anna",Partial High School,Manual,registered
5467,"Kumar, Alisha",Partial High School,Manual,registered
5474,"Andersen, Dawn",Partial High School,Manual,registered
5475,"Serrano, Jay",Partial High School,Manual,registered
5476,"Anand, Kurt",Partial High School,Manual,registered
5478,"Gonzales, Anna",Partial High School,Clerical,registered
5479,"Gray, Adrian",Partial College,Skilled Manual,registered
5486,"Foster, Ian",Partial High School,Clerical,registered
5499,"Jones, Hunter",Partial College,Skilled Manual,registered
5500,"Kelly, Danielle",High School,Skilled Manual,registered
5501,"Perry, Chloe",High School,Skilled Manual,registered
5502,"Wood, Vanessa",High School,Skilled Manual,registered
5503,"Parker, Jackson",High School,Skilled Manual,registered
5505,"Russell, Justin",High School,Skilled Manual,registered
5506,"Gray, Erin",High School,Skilled Manual,registered
5535,"Holt, Claudia",Graduate Degree,Clerical,registered
5538,"Dominguez, Arthur",Partial College,Manual,registered
5539,"Liang, Stacey",Partial College,Manual,registered
5540,"Li, Christy",Partial College,Manual,registered
5541,"Browning, Theodore",Partial College,Manual,registered
5550,"Moreno, Linda",Bachelors,Clerical,registered
5553,"Sanchez, Joe",Bachelors,Clerical,registered
5557,"Butler, Angelica",Partial College,Manual,registered
5559,"Sara, Preston",Partial College,Manual,registered
5566,"Anand, Corey",Graduate Degree,Clerical,registered
5568,"Lopez, Erick",Graduate Degree,Skilled Manual,registered
5569,"Coleman, Caroline",Graduate Degree,Clerical,registered
5573,"Xu, Jon",High School,Manual,registered
5579,"Weber, Stefanie",Bachelors,Management,registered
5583,"Torres, Frank",High School,Professional,registered
5584,"Martinez, Justin",High School,Professional,registered
5588,"Martinez, Zachary",Bachelors,Management,registered
5598,"Xu, Kelli",Partial College,Professional,registered
5604,"Seely, Scott",Partial High School,Professional,registered
5605,"Serrano, Roy",High School,Management,registered
5643,"Mitchell, Mason",Bachelors,Management,registered
5645,"Goel, Leonard",Graduate Degree,Management,registered
5648,"Alexander, Anna",Graduate Degree,Management,registered
5649,"Coleman, Rachel",Bachelors,Management,registered
5651,"Green, Kaitlyn",Graduate Degree,Management,registered
5652,"Martinez, Abigail",Bachelors,Management,registered
5669,"Malhotra, Levi",High School,Professional,registered
5677,"Perry, Amanda",Graduate Degree,Management,registered
5678,"Hughes, Jack",Graduate Degree,Management,registered
5715,"Nicholls, Dalton",High School,Skilled Manual,registered
5716,"Ramirez, Katelyn",High School,Skilled Manual,registered
5717,"Henderson, Jose",High School,Skilled Manual,registered
5721,"Perry, Morgan",High School,Skilled Manual,registered
5723,"Gray, Sean",High School,Skilled Manual,registered
5724,"Zhao, Barbara",High School,Skilled Manual,registered
5725,"Yang, Gabriel",High School,Skilled Manual,registered
5726,"Williams, Jacob",High School,Skilled Manual,registered
5727,"Wood, Miguel",High School,Skilled Manual,registered
5728,"Johnston, Charles",High School,Skilled Manual,registered
5729,"Morris, Cole",High School,Skilled Manual,registered
5733,"Flores, Natalie",High School,Skilled Manual,registered
5736,"Hayes, Melissa",High School,Skilled Manual,registered
5737,"Alexander, Kelly",High School,Skilled Manual,registered
5738,"Selikoff, Steven",High School,Skilled Manual,registered
5750,"Coleman, Aaron",Partial College,Skilled Manual,registered
5751,"Sanders, Seth",Partial College,Skilled Manual,registered
5758,"Cox, Mackenzie",Graduate Degree,Management,registered
5760,"Bell, Jasmine",Graduate Degree,Management,registered
5761,"Alexander, Sydney",Graduate Degree,Skilled Manual,registered
5762,"Ward, Angel",Partial College,Clerical,registered
5763,"Ferrier, Franklin",Graduate Degree,Skilled Manual,registered
5766,"White, Dalton",Graduate Degree,Skilled Manual,registered
5767,"Arun, Summer",Graduate Degree,Skilled Manual,registered
5768,"Liu, Rafael",Graduate Degree,Skilled Manual,registered
5769,"Barnes, Eduardo",Graduate Degree,Skilled Manual,registered
5770,"Walker, Tyler",Graduate Degree,Skilled Manual,registered
5771,"Rogers, Charles",Graduate Degree,Skilled Manual,registered
5775,"Perry, Eduardo",Graduate Degree,Skilled Manual,registered
5776,"Russell, Sarah",Graduate Degree,Professional,registered
5777,"Lewis, Dalton",Bachelors,Skilled Manual,registered
5778,"Simmons, Cameron",Bachelors,Management,registered
5779,"Hayes, Blake",Graduate Degree,Management,registered
5780,"Watson, Morgan",Bachelors,Management,registered
5781,"Bailey, Carlos",Bachelors,Management,registered
5782,"Chen, Dylan",Bachelors,Management,registered
5783,"Clark, Lucas",Bachelors,Management,registered
5784,"Barnes, Grace",Bachelors,Management,registered
5786,"Lee, Christian",Bachelors,Management,registered
5787,"Reed, Lucas",Bachelors,Management,registered
5788,"Jackson, Nicole",Bachelors,Management,registered
5789,"Gao, Ronnie",Bachelors,Management,registered
5790,"Harris, Jennifer",Bachelors,Management,registered
5791,"Lopez, Hunter",Bachelors,Management,registered
5793,"Torres, Maria",Bachelors,Management,registered
5794,"Hernandez, Savannah",Bachelors,Management,registered
5795,"Cook, Taylor",Bachelors,Management,registered
5796,"Garcia, Regina",Bachelors,Management,registered
5813,"Richardson, Alexa",Partial College,Professional,registered
5814,"Diaz, Carson",Partial College,Professional,registered
5815,"Collins, Isabella",Partial College,Professional,registered
5816,"Brown, Jacob",Partial College,Professional,registered
5817,"Miller, Julia",Partial College,Professional,registered
5818,"Peterson, Evan",Partial College,Professional,registered
5819,"Reed, Gabrielle",Partial College,Professional,registered
5820,"Cox, Dalton",Partial College,Professional,registered
5822,"Carter, Mary",Bachelors,Management,registered
5825,"Munoz, Randall",High School,Professional,registered
5826,"Zeng, Susan",High School,Professional,registered
5827,"Vazquez, Roberto",Partial College,Professional,registered
5831,"Hall, Alexandra",Partial College,Professional,registered
5833,"Parker, Isaiah",Graduate Degree,Management,registered
5834,"Cooper, Richard",Graduate Degree,Management,registered
5836,"Nelson, Noah",Graduate Degree,Management,registered
5839,"Griffin, Jonathan",Bachelors,Management,registered
5840,"Ross, Julia",Graduate Degree,Management,registered
5843,"Yang, Jenny",Bachelors,Management,registered
5844,"Ramos, Jimmy",Graduate Degree,Management,registered
5845,"Robinson, Emma",Bachelors,Management,registered
5846,"Adams, Andrea",Graduate Degree,Management,registered
5851,"Jenkins, Jessica",Partial College,Professional,registered
5852,"Hayes, Kevin",Partial College,Professional,registered
5853,"She, Kate",Bachelors,Management,registered
5854,"Bailey, Christina",Bachelors,Management,registered
5855,"Adams, Seth",Graduate Degree,Management,registered
5857,"Rivera, Erin",Partial College,Professional,registered
5858,"Munoz, Lawrence",Partial College,Professional,registered
5859,"Lopez, Jan",Partial College,Professional,registered
5860,"Kumar, Jack",Partial College,Professional,registered
5861,"Rogers, Haley",Bachelors,Management,registered
5862,"Sharma, Luis",Bachelors,Management,registered
5863,"Nelson, Timothy",Bachelors,Management,registered
5864,"Clark, Kaitlyn",Partial College,Professional,registered
5865,"Ramirez, Grace",Partial College,Professional,registered
5866,"Diaz, Jordyn",High School,Professional,registered
5867,"Parker, Alexandra",Bachelors,Management,registered
5868,"King, Katelyn",Bachelors,Management,registered
5869,"Jackson, Xavier",Bachelors,Management,registered
5870,"Patterson, Vanessa",Graduate Degree,Management,registered
5872,"Clark, Anna",High School,Professional,registered
5873,"Taylor, Samuel",Partial High School,Skilled Manual,registered
5875,"Munoz, Leslie",Bachelors,Management,registered
5876,"Diaz, Samantha",Bachelors,Management,registered
5878,"Adams, Katelyn",Graduate Degree,Management,registered
5879,"Young, Devin",Graduate Degree,Management,registered
5880,"Taylor, Morgan",Graduate Degree,Management,registered
5881,"Patel, Edgar",Graduate Degree,Management,registered
5882,"Alonso, Ruben",Graduate Degree,Management,registered
5883,"Young, Robert",Partial College,Professional,registered
5884,"Davis, Tyler",High School,Professional,registered
5885,"Miller, Richard",High School,Professional,registered
5886,"Cook, Garrett",Partial High School,Skilled Manual,registered
5887,"Flores, Aidan",Partial High School,Skilled Manual,registered
5888,"Rivera, Cody",Partial High School,Skilled Manual,registered
5889,"Hughes, Arianna",Partial High School,Skilled Manual,registered
5890,"Rodriguez, Daniel",Partial High School,Skilled Manual,registered
5891,"Reed, Timothy",Partial High School,Skilled Manual,registered
5892,"Gonzales, Natalie",High School,Professional,registered
5893,"Evans, Rebecca",High School,Professional,registered
5894,"Howard, Isaac",Graduate Degree,Management,registered
5895,"Walker, Abigail",Graduate Degree,Management,registered
5896,"Gonzales, Chloe",Partial College,Professional,registered
5897,"Perez, Natalie",Partial College,Professional,registered
5898,"Torres, Lauren",Partial College,Professional,registered
5899,"Reed, Angel",Partial College,Professional,registered
5900,"Sanchez, Whitney",Graduate Degree,Management,registered
5901,"Jones, Miguel",Graduate Degree,Management,registered
5902,"Munoz, Ricky",Bachelors,Management,registered
5904,"Wright, Ian",Graduate Degree,Management,registered
5905,"Bailey, Arianna",Graduate Degree,Management,registered
5906,"Stewart, Janet",Bachelors,Management,registered
5908,"Hall, Sarah",Graduate Degree,Management,registered
5909,"Patel, Kristi",Graduate Degree,Management,registered
5910,"Walker, Chloe",Bachelors,Management,registered
5912,"Patterson, Caleb",Bachelors,Management,registered
5913,"Patterson, Dalton",Bachelors,Management,registered
5914,"Flores, Marcus",Graduate Degree,Management,registered
5917,"Dominguez, Cheryl",Graduate Degree,Management,registered
5918,"Subram, Brett",Bachelors,Management,registered
5924,"Gonzales, Connor",Partial College,Skilled Manual,registered
5925,"Price, Julia",Partial College,Skilled Manual,registered
5926,"Patterson, Spencer",Partial College,Skilled Manual,registered
5940,"Evans, Bailey",Partial College,Manual,registered
5941,"Zeng, Jenny",Bachelors,Clerical,registered
5942,"Yang, Amy",Partial College,Manual,registered
5944,"Garcia, Veronica",Bachelors,Clerical,registered
5945,"Raji, Alejandro",Bachelors,Clerical,registered
5948,"Stewart, Savannah",Bachelors,Skilled Manual,registered
5950,"Flores, Luis",Bachelors,Skilled Manual,registered
5963,"Coleman, Zachary",Graduate Degree,Professional,registered
5964,"Hughes, Faith",Graduate Degree,Professional,registered
5966,"Romero, Kristi",Bachelors,Skilled Manual,registered
5967,"Diaz, Amanda",High School,Skilled Manual,registered
5968,"Hernandez, Noah",Graduate Degree,Professional,registered
5969,"Griffin, Ian",Graduate Degree,Professional,registered
5970,"Turner, Jackson",Graduate Degree,Professional,registered
5971,"Foster, Katherine",Bachelors,Skilled Manual,registered
5974,"Collins, Katherine",Bachelors,Skilled Manual,registered
5975,"Rivera, Paige",Bachelors,Skilled Manual,registered
5976,"Lee, Benjamin",Bachelors,Skilled Manual,registered
5977,"Xu, Sandra",Bachelors,Skilled Manual,registered
5978,"Adams, Noah",Graduate Degree,Professional,registered
5979,"Rivera, Jeremy",Graduate Degree,Professional,registered
5980,"Rogers, Kaitlyn",Graduate Degree,Professional,registered
5981,"Moore, Jill",Graduate Degree,Professional,registered
5982,"Simmons, Hunter",Graduate Degree,Professional,registered
5983,"Lopez, Jillian",Graduate Degree,Professional,registered
5984,"Collins, Gabriel",Graduate Degree,Professional,registered
5985,"Moreno, Rodney",Bachelors,Professional,registered
5986,"Li, Adam",Bachelors,Skilled Manual,registered
5987,"Adams, Sara",Bachelors,Skilled Manual,registered
5989,"Bailey, Brian",Bachelors,Skilled Manual,registered
5990,"Richardson, Emma",Bachelors,Skilled Manual,registered
5991,"Griffin, Zachary",Graduate Degree,Professional,registered
5992,"Henderson, Brianna",Bachelors,Skilled Manual,registered
6000,"Kelly, Chloe",Bachelors,Skilled Manual,registered
6001,"Henderson, Miranda",Bachelors,Skilled Manual,registered
6002,"Moore, Ashley",Bachelors,Skilled Manual,registered
6003,"Martin, Dylan",Bachelors,Professional,registered
6004,"Dominguez, Joanna",Bachelors,Professional,registered
6005,"Torres, Krista",Bachelors,Professional,registered
6006,"Anand, Priscilla",Bachelors,Professional,registered
6007,"Williams, Hunter",Bachelors,Professional,registered
6008,"Hayes, Samuel",Bachelors,Professional,registered
6009,"Turner, Connor",Bachelors,Professional,registered
6010,"Butler, Wyatt",Bachelors,Professional,registered
6011,"James, Brianna",Bachelors,Professional,registered
6012,"Hill, Sara",Graduate Degree,Professional,registered
6013,"Collins, Joan",Graduate Degree,Professional,registered
6014,"Mitchell, Gabriella",Bachelors,Professional,registered
6015,"Harris, Michael",Bachelors,Professional,registered
6016,"Patterson, Kelly",Bachelors,Professional,registered
6017,"Hughes, Hailey",Bachelors,Professional,registered
6018,"Jones, Jeremiah",Partial College,Skilled Manual,registered
6019,"Guo, Mandy",High School,Skilled Manual,registered
6020,"Hall, Andrea",High School,Skilled Manual,registered
6021,"Bryant, Ashley",High School,Skilled Manual,registered
6022,"Reed, Nicole",Partial College,Skilled Manual,registered
6023,"Morgan, Karen",Partial College,Skilled Manual,registered
6025,"Diaz, Jacqueline",Partial College,Skilled Manual,registered
6029,"Richardson, Grace",Partial College,Skilled Manual,registered
6030,"Xu, Suzanne",Partial College,Skilled Manual,registered
6031,"Russell, Emily",Partial College,Skilled Manual,registered
6032,"Thomas, Grace",Bachelors,Professional,registered
6033,"Flores, Alexandria",Bachelors,Professional,registered
6034,"Long, Carson",Bachelors,Professional,registered
6036,"Flores, Jordan",Bachelors,Professional,registered
6039,"Wang, Ernest",Graduate Degree,Professional,registered
6040,"Watson, Ariana",Bachelors,Professional,registered
6041,"Henderson, Adam",Bachelors,Professional,registered
6042,"Perry, Connor",Bachelors,Professional,registered
6083,"Smith, Morgan",Partial College,Clerical,registered
6084,"Raje, Priscilla",Partial College,Clerical,registered
6087,"Anderson, Xavier",High School,Manual,registered
6090,"Zhu, Crystal",Partial High School,Manual,registered
6091,"Alvarez, Leslie",Partial High School,Manual,registered
6092,"Patel, Tammy",Partial High School,Manual,registered
6093,"Beck, Devon",Bachelors,Skilled Manual,registered
6094,"Sanchez, Seth",Bachelors,Skilled Manual,registered
6097,"Bennett, Samantha",Partial High School,Manual,registered
6101,"Wang, Vincent",High School,Manual,registered
6103,"Goel, Andres",High School,Manual,registered
6104,"Xu, Franklin",Partial College,Clerical,registered
6105,"Rodriguez, Clifford",Partial College,Clerical,registered
6108,"Yuan, Priscilla",Partial High School,Manual,registered
6112,"Chande, Jenny",Partial College,Clerical,registered
6114,"Pal, Clarence",Partial College,Clerical,registered
6115,"Mehta, Jarrod",Partial College,Clerical,registered
6119,"Blue, Sara",Graduate Degree,Skilled Manual,registered
6121,"Raje, Michele",Graduate Degree,Skilled Manual,registered
6122,"Bryant, Lucas",Graduate Degree,Skilled Manual,registered
6123,"Gonzalez, Gabrielle",Graduate Degree,Skilled Manual,registered
6124,"Romero, Pedro",Bachelors,Skilled Manual,registered
6125,"Madan, Kaitlin",Bachelors,Skilled Manual,registered
6128,"Gray, Makayla",High School,Professional,registered
6129,"Alexander, Fernando",High School,Professional,registered
6130,"Powell, Gabrielle",High School,Professional,registered
6131,"Turner, Janet",Bachelors,Management,registered
6132,"Henderson, Lauren",Bachelors,Management,registered
6133,"James, Isabella",Bachelors,Management,registered
6134,"Kelly, Lucas",Bachelors,Management,registered
6135,"Mehta, Tabitha",Bachelors,Management,registered
6136,"Edwards, Richard",Bachelors,Management,registered
6137,"Ye, Glenn",Bachelors,Management,registered
6138,"Washington, Jason",Bachelors,Management,registered
6139,"Jenkins, Melanie",Bachelors,Management,registered
6140,"Rivera, Jade",Partial College,Professional,registered
6141,"Peterson, Sean",Partial College,Professional,registered
6142,"Rogers, Makayla",Partial College,Professional,registered
6143,"Flores, Seth",Bachelors,Management,registered
6145,"Griffin, Luis",Partial College,Professional,registered
6146,"Bennett, Sarah",Partial College,Professional,registered
6147,"Cook, Juan",Bachelors,Management,registered
6150,"Richardson, Steven",Partial College,Professional,registered
6151,"Wright, Wyatt",Partial College,Professional,registered
6152,"Alexander, Jasmine",Partial College,Professional,registered
6159,"Nara, Mitchell",Partial College,Professional,registered
6160,"Ruiz, Kellie",Partial College,Professional,registered
6161,"Andersen, Louis",Partial College,Professional,registered
6162,"Lopez, Katherine",Partial College,Professional,registered
6163,"Blue, Rachel",Partial College,Professional,registered
6164,"Adams, Edward",Partial College,Professional,registered
6165,"Clark, Ryan",Partial College,Professional,registered
6166,"Gonzalez, Isaac",Partial College,Professional,registered
6167,"Several, Joshua",High School,Professional,registered
6168,"Jenkins, Thomas",High School,Professional,registered
6169,"Perez, Jada",High School,Professional,registered
6170,"Taylor, Emily",Partial College,Professional,registered
6171,"James, Jasmine",Partial College,Professional,registered
6172,"Clark, Katherine",Partial College,Professional,registered
6173,"Adams, Jesse",Partial High School,Skilled Manual,registered
6174,"Bryant, David",Partial High School,Skilled Manual,registered
6175,"Wood, Angelica",Partial High School,Skilled Manual,registered
6177,"Ward, Isaac",Partial High School,Skilled Manual,registered
6178,"Hayes, Richard",High School,Professional,registered
6179,"Liang, Trisha",High School,Professional,registered
6180,"Henderson, James",High School,Professional,registered
6181,"Rogers, Timothy",Partial College,Professional,registered
6182,"Lal, Jenny",Bachelors,Management,registered
6184,"Sanchez, Shane",Partial College,Professional,registered
6185,"Dominguez, Eddie",Partial College,Professional,registered
6190,"Goel, Clarence",Partial College,Professional,registered
6191,"Rana, Ebony",Partial High School,Professional,registered
6192,"Guo, Gilbert",Partial College,Professional,registered
6195,"Thompson, Wyatt",Partial College,Professional,registered
6198,"Nara, Mindy",Partial College,Professional,registered
6199,"Jiménez, Cheryl",Partial College,Professional,registered
6200,"Zhou, Dennis",High School,Professional,registered
6201,"She, Russell",Partial College,Professional,registered
6202,"Yang, Vincent",Partial College,Professional,registered
6209,"Miller, Jacob",Partial College,Professional,registered
6210,"James, Jacqueline",Partial College,Professional,registered
6211,"Deng, Karl",Partial College,Professional,registered
6216,"Bell, Juan",High School,Professional,registered
6218,"Gill, Raquel",Partial College,Management,registered
6221,"Wang, Glenn",High School,Management,registered
6222,"Navarro, Ricky",High School,Management,registered
6225,"Li, Mandy",Partial High School,Skilled Manual,registered
6261,"King, Sean",Partial College,Professional,registered
6262,"Shan, Kyle",Partial College,Skilled Manual,registered
6263,"Martin, Kristy",Partial College,Skilled Manual,registered
6265,"Smith, Ian",Graduate Degree,Professional,registered
6266,"Flores, Grace",Graduate Degree,Professional,registered
6267,"Hall, Elijah",Graduate Degree,Professional,registered
6268,"Stewart, Abigail",Partial College,Skilled Manual,registered
6269,"Hughes, Alyssa",Partial College,Skilled Manual,registered
6270,"Russell, Kevin",Bachelors,Professional,registered
6271,"Parker, Jack",Bachelors,Professional,registered
6272,"Griffin, Sarah",Bachelors,Professional,registered
6273,"Hernandez, Mary",Bachelors,Professional,registered
6274,"Torres, Jonathon",Graduate Degree,Professional,registered
6275,"Lu, Arturo",Graduate Degree,Professional,registered
6276,"Sanders, Ian",Graduate Degree,Professional,registered
6277,"Jenkins, Elijah",Graduate Degree,Management,registered
6336,"Gonzales, Miguel",High School,Skilled Manual,registered
6337,"Sanchez, Chase",High School,Skilled Manual,registered
6340,"Hayes, Ian",High School,Skilled Manual,registered
6341,"Hernandez, Joy",High School,Skilled Manual,registered
6342,"Alonso, Andy",High School,Skilled Manual,registered
6343,"Jones, William",Partial High School,Clerical,registered
6344,"Price, Tristan",Partial High School,Clerical,registered
6345,"Kelly, Timothy",High School,Skilled Manual,registered
6350,"Kennedy, Cassie",High School,Skilled Manual,registered
6357,"Evans, Mary",High School,Skilled Manual,registered
6358,"Miller, Brandon",High School,Skilled Manual,registered
6359,"Bell, Sydney",Partial College,Skilled Manual,registered
6360,"Flores, María",High School,Skilled Manual,registered
6362,"Harris, Blake",Partial College,Skilled Manual,registered
6363,"Collins, Miguel",Bachelors,Management,registered
6364,"Harris, Benjamin",Bachelors,Management,registered
6365,"Perry, Ian",Bachelors,Management,registered
6366,"Patterson, Thomas",Bachelors,Management,registered
6367,"Harris, Devin",Bachelors,Management,registered
6368,"Cooper, Trinity",Bachelors,Management,registered
6369,"Xie, Alisha",Partial College,Skilled Manual,registered
6370,"Brown, Ethan",Partial College,Skilled Manual,registered
6377,"She, Jaclyn",Partial College,Skilled Manual,registered
6378,"Wood, Isabel",Partial College,Skilled Manual,registered
6379,"Foster, Zachary",Partial College,Skilled Manual,registered
6380,"Morgan, Alexandra",Partial College,Skilled Manual,registered
6381,"Adams, Nathan",Partial College,Skilled Manual,registered
6383,"Allen, Blake",Graduate Degree,Skilled Manual,registered
6384,"Ortega, Craig",Graduate Degree,Skilled Manual,registered
6385,"Prasad, Raymond",Graduate Degree,Skilled Manual,registered
6387,"Scott, Alexandra",Graduate Degree,Skilled Manual,registered
6390,"Butler, Abigail",Bachelors,Skilled Manual,registered
6391,"Lewis, Blake",Graduate Degree,Skilled Manual,registered
6392,"Bennett, Angela",Partial College,Professional,registered
6393,"Jones, Dylan",Partial College,Professional,registered
6394,"Sharma, Jordan",Bachelors,Management,registered
6395,"Mehta, Veronica",Graduate Degree,Management,registered
6396,"Ramirez, Katherine",Graduate Degree,Management,registered
6397,"Rodriguez, Eduardo",Graduate Degree,Management,registered
6398,"Cook, Alexandra",Graduate Degree,Management,registered
6399,"Lopez, Kaylee",Bachelors,Management,registered
6400,"Sanchez, Ian",Bachelors,Management,registered
6402,"Wright, Noah",Partial College,Professional,registered
6406,"Wu, Tamara",Graduate Degree,Management,registered
6407,"Flores, Mariah",Graduate Degree,Management,registered
6408,"Bryant, Elizabeth",Graduate Degree,Management,registered
6409,"Miller, Thomas",Graduate Degree,Management,registered
6413,"Carter, Kaylee",Partial College,Professional,registered
6414,"Ramirez, Hailey",Partial College,Professional,registered
6415,"Garcia, Nicholas",Partial College,Professional,registered
6416,"Beck, Dawn",Partial College,Professional,registered
6417,"Suri, Raymond",Partial College,Professional,registered
6418,"Munoz, Lee",Partial College,Professional,registered
6419,"Ramirez, Victoria",Bachelors,Management,registered
6420,"Reed, Brianna",Bachelors,Management,registered
6421,"Hughes, Thomas",Bachelors,Management,registered
6422,"Henderson, Katherine",Bachelors,Management,registered
6424,"Alexander, Arianna",Partial College,Professional,registered
6425,"Long, Spencer",Partial College,Professional,registered
6426,"Washington, Austin",Partial College,Professional,registered
6427,"Shan, Donna",Bachelors,Management,registered
6428,"Russell, Adam",Partial College,Professional,registered
6429,"Perez, Xavier",Bachelors,Management,registered
6430,"Carter, Wyatt",Partial College,Professional,registered
6431,"King, Edward",Partial College,Professional,registered
6432,"Kelly, Grace",Partial College,Professional,registered
6433,"Peterson, Mariah",High School,Professional,registered
6434,"Lee, Cameron",Partial College,Professional,registered
6435,"Russell, Alyssa",Partial College,Professional,registered
6436,"Mitchell, Edward",Graduate Degree,Management,registered
6437,"Ramirez, Evan",High School,Professional,registered
6438,"Baker, Natalie",High School,Professional,registered
6439,"Hughes, Marcus",High School,Professional,registered
6440,"Butler, Jasmine",Partial College,Professional,registered
6441,"Cox, Richard",Partial High School,Skilled Manual,registered
6442,"Turner, Natalie",Partial High School,Skilled Manual,registered
6444,"Shen, Kristin",Graduate Degree,Management,registered
6445,"Cox, Bailey",Graduate Degree,Management,registered
6446,"Hernandez, Natasha",Graduate Degree,Management,registered
6447,"Rana, Pamela",Graduate Degree,Management,registered
6448,"Lewis, Sydney",Graduate Degree,Management,registered
6449,"Hayes, Zachary",Graduate Degree,Management,registered
6450,"Adams, Jackson",Graduate Degree,Management,registered
6452,"Wood, Isabelle",High School,Professional,registered
6453,"Nath, Mitchell",High School,Professional,registered
6454,"Reed, Hailey",High School,Professional,registered
6455,"Perry, Edward",Partial College,Professional,registered
6456,"Hayes, Dylan",Partial College,Professional,registered
6457,"Wood, Trevor",Partial High School,Skilled Manual,registered
6458,"Allen, Katherine",Partial High School,Skilled Manual,registered
6459,"Collins, Jason",High School,Professional,registered
6460,"Barnes, Cassidy",High School,Professional,registered
6461,"Murphy, Megan",High School,Professional,registered
6462,"Allen, Sara",High School,Professional,registered
6463,"Rogers, Jesse",Graduate Degree,Management,registered
6464,"Moore, Nicholas",Graduate Degree,Management,registered
6465,"Rodriguez, Jeremy",Graduate Degree,Management,registered
6466,"Stewart, Arianna",Partial College,Professional,registered
6467,"Perez, Thomas",Graduate Degree,Management,registered
6468,"Hayes, Wyatt",Graduate Degree,Management,registered
6470,"Perez, Ian",Graduate Degree,Management,registered
6471,"Carlson, Jaime",Graduate Degree,Management,registered
6472,"James, Grace",Graduate Degree,Management,registered
6473,"Torres, Meredith",Graduate Degree,Management,registered
6474,"Blanco, Ebony",Graduate Degree,Management,registered
6475,"King, Jose",Graduate Degree,Management,registered
6476,"Green, Jackson",Graduate Degree,Management,registered
6478,"Griffin, Miranda",Bachelors,Management,registered
6481,"Gonzalez, Lucas",Partial College,Skilled Manual,registered
6486,"Davis, Blake",Partial College,Skilled Manual,registered
6487,"Foster, Marissa",Partial College,Skilled Manual,registered
6488,"Green, Nathan",Partial College,Skilled Manual,registered
6489,"Adams, Jason",Partial College,Skilled Manual,registered
6490,"Evans, Jack",Partial College,Skilled Manual,registered
6491,"Moore, Grace",Partial College,Skilled Manual,registered
6499,"Martin, Daniel",Partial College,Skilled Manual,registered
6506,"Mitchell, Hunter",High School,Skilled Manual,registered
6519,"Gill, Wendy",Partial High School,Skilled Manual,registered
6521,"Baker, Marcus",Partial College,Professional,registered
6522,"Jenkins, Destiny",High School,Professional,registered
6524,"West, Jordan",Graduate Degree,Management,registered
6525,"Washington, Lucas",Graduate Degree,Management,registered
6526,"Wright, Adam",Graduate Degree,Management,registered
6527,"Gonzales, Tristan",High School,Professional,registered
6528,"Cook, Anna",High School,Professional,registered
6529,"Kapoor, Whitney",Partial College,Professional,registered
6530,"Mitchell, Chloe",Partial College,Professional,registered
6531,"Wood, Devin",High School,Professional,registered
6532,"Ramirez, Isaac",High School,Professional,registered
6533,"Patterson, Nathan",High School,Professional,registered
6534,"Baker, Fernando",Partial College,Professional,registered
6535,"Griffin, Robert",Partial College,Professional,registered
6536,"Guo, Colleen",Partial College,Professional,registered
6537,"Robinson, Benjamin",Bachelors,Management,registered
6538,"Mitchell, Courtney",Graduate Degree,Management,registered
6539,"Bell, Brianna",Graduate Degree,Management,registered
6541,"Gutierrez, Gloria",High School,Skilled Manual,registered
6542,"Zeng, Kristen",High School,Skilled Manual,registered
6545,"Rogers, Eduardo",Partial College,Skilled Manual,registered
6546,"Ross, Wyatt",Partial College,Skilled Manual,registered
6547,"James, Melanie",Partial College,Skilled Manual,registered
6548,"Yuan, Alejandro",High School,Skilled Manual,registered
6549,"Adams, Kaylee",High School,Skilled Manual,registered
6550,"Taylor, Jonathan",Graduate Degree,Management,registered
6551,"Edwards, Mason",Graduate Degree,Management,registered
6553,"Howard, Julia",Bachelors,Management,registered
6554,"Sanchez, Summer",Bachelors,Management,registered
6555,"Harris, Emma",Graduate Degree,Management,registered
6556,"Smith, William",Bachelors,Management,registered
6557,"Powell, Emily",Partial High School,Clerical,registered
6558,"Davis, Matthew",Partial High School,Clerical,registered
6560,"Suarez, Kari",High School,Professional,registered
6561,"Richardson, Kaylee",Graduate Degree,Skilled Manual,registered
6562,"White, Samantha",Graduate Degree,Skilled Manual,registered
6563,"Sharma, Zachary",Graduate Degree,Professional,registered
6564,"King, Jeremiah",Graduate Degree,Professional,registered
6565,"West, Julia",Bachelors,Skilled Manual,registered
6566,"Murphy, Alexandra",Bachelors,Skilled Manual,registered
6567,"Martinez, Rachel",Bachelors,Skilled Manual,registered
